song_id;title;artist;date;peak_position;chord_progression;semitone_progression
288;As Usual;Brenda Lee;1964-02-15;12;Db:maj-Ab:7-Db:maj-Ab:7-Db:maj-Ab:7-Db:maj-Gb:maj-Eb:min7-Ab:7-Eb:min7-Ab:7-C:dim-Db:maj-A:7-D:maj-A:7-D:maj-G:maj-E:min7-A:7-E:min7-A:7-C#:dim-D:maj-Bb:7-Eb:maj-Bb:7-Eb:maj-Ab:maj-Bb:7-D:dim-Eb:maj-N;2-7-5-7-5-7-5-5-9-5-7-5-4-1-8-5-7-5-5-9-5-7-5-4-1-8-5-7-5-5-2-4-1-8
410;Jimmy's Girl;Johnny Tillotson;1961-02-20;25;Db:maj7-Eb:min7-Ab:7-Db:maj7-Eb:min7-Ab:7-Db:maj7-Eb:min7-Ab:7-Db:maj7-Eb:min7-Ab:7-Db:maj7-Eb:min7-Ab:13-Db:maj7-Eb:min7-Ab:13-Db:maj7-Eb:min7-Ab:13-Db:maj7-Eb:min7-Ab:13-Db:maj7-Eb:min7-Ab:13-Db:maj-Gb:maj7-Ab:7-Db:maj7-Bb:min-Eb:min7-Ab:13-Db:maj-Gb:maj7-Ab:7-Db:maj7-Bb:min-Eb:9-Ab:7-Db:maj7-Eb:min7-Ab:13-Db:maj7-Eb:min7-Ab:13-Db:maj-Gb:maj7-Ab:7-Db:maj7-Bb:min-Eb:9-Ab:7-Db:maj7-Eb:min7-Ab:13-Db:maj7-Eb:min7-Ab:13-Db:maj7-Eb:min7-Ab:13-Db:maj7-Eb:min7-Ab:7-Db:maj7-Ab:7-Db:maj7-N-Db:maj6(9)-N;2-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-2-5-5-5-2-5-9-5-5-5-5-2-5-9-5-5-5-2-5-5-2-5-5-5-2-5-9-5-5-5-2-5-5-2-5-5-2-5-5-2-5-5-7-5-10-2-10
996;I Want To Take You Higher;Ike & Tina Turner;1970-08-22;34;Ab:7(#9)-N-Ab:7(#9)-N-Ab:7(#9)-N-Ab:7(#9)-N;9-3-9-3-9-3-9-3
893;War;Edwin Starr;1970-07-25;1;Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-Eb:1/1-Ab:1/1-Gb:maj-Eb:min-Gb:maj-N;4-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-9-5-10-9-3-5
707;This Should Go On Forever;Rod Bernard;1959-03-16;20;Db:aug-Gb:maj-Db:maj-Ab:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Ab:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Eb:maj-Ab:maj-Eb:7/3-Ab:maj-Gb:maj-Db:maj-Ab:maj-Gb:maj-Db:maj-Gb:maj-Db:maj-Eb:maj-Ab:maj-Eb:7/3-Ab:maj-Gb:maj-Db:maj-Ab:maj-Gb:maj-Db:maj-Gb:maj-Db:9-N;2-5-7-7-10-7-5-7-5-7-7-10-7-5-7-5-7-2-5-7-5-10-7-7-10-7-5-7-2-5-7-5-10-7-7-10-7-5-7-10
927;Out Of Sight, Out Of Mind;Little Anthony & The Imperials;1969-09-06;52;Ab:maj-Eb:maj-Ab:maj-Eb:maj-N-Ab:maj-F:min-A:dim-Bb:min-Eb:maj-Ab:maj-Db:maj-Eb:maj-Ab:maj-F:min-A:dim-Bb:min-Eb:maj-Ab:maj-Eb:maj-Db:maj-Ab:maj-F:min-Bb:min7-Eb:maj-Ab:maj-C:7-F:min-Bb:7-Eb:7-N-Ab:maj-F:min-A:dim-Bb:min-Eb:maj-Gb:13-F:7-Bb:min7-Eb:9-N-Ab:maj7-Gb:maj9-N-Ab:maj7-N;9-7-5-7-8-9-9-4-1-5-5-5-2-5-9-4-1-5-5-7-10-7-9-5-5-5-4-5-5-5-8-9-9-4-1-5-3-11-5-5-8-9-10-5-9-3
1197;I Won't Stand In Your Way;Stray Cats;1983-11-19;35;Eb:maj-C:min7-B:7-Bb:7-N-Eb:maj-Ab:maj-Db:7-Eb:maj-C:min7-Eb:maj/5-Ab:maj-F:min-B:7-Bb:7-Eb:maj-Ab:maj-Db:7-Eb:maj-C:min7-Eb:maj/5-F:min7-Bb:13-Eb:maj-Ab:maj-Db:7-Eb:maj-Ab:maj-Eb:maj-F:7-Bb:7-Eb:maj-Ab:maj-Db:7-Eb:maj-C:min7-Eb:maj/5-F:min7-Bb:13-Eb:maj-Ab:maj-Db:7-Eb:maj-C:min7-Eb:maj/5-F:min7-Bb:13-Eb:maj-Ab:min-Eb:maj-Ab:maj-Eb:maj-Ab:maj-Eb:maj-F:7-B:7-Bb:7-N-Eb:maj-Ab:maj-Db:7-Eb:maj-C:min7-Eb:maj/5-Ab:maj-Db:7-F:min7-Bb:13-N-Eb:maj-Ab:min-Eb:maj9-N;4-9-11-11-1-4-5-5-2-9-3-5-9-6-11-5-5-5-2-9-3-2-5-5-5-5-2-5-7-2-5-5-5-5-2-9-3-2-5-5-5-5-2-9-3-2-5-5-5-7-5-7-5-7-2-6-11-1-4-5-5-2-9-3-5-5-4-5-1-4-5-7-8
775;Walking In Memphis;Marc Cohn;1991-08-17;13;F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:min7-F:maj-G:sus4(9)-C:maj-A:min7-F:maj-G:sus4(9)-C:maj-A:min7-F:maj-G:sus4(9)-C:maj-A:min7-F:maj-G:sus4(9)-F:sus4(b7,-C:5/5-A:min7/4-F:sus4(b7,-C:5/5-A:min7/4-F:sus4(b7,-C:5/5-A:min7/4-F:sus4(b7,-C:5/5-A:min7/4-F:sus4(b7,-C:5/5-A:min7-F:sus4(b7,-C:5/5-A:min7/4-F:sus4(b7,-C:5/5-A:min7-F:sus4(b7,-C:maj-F:sus4(b7,-C:maj-F:maj-G:sus4(9)-C:maj-A:min7-F:maj-G:sus4(9)-A:min7-F:maj-G:sus4(9)-C:maj-A:min7-F:maj-G:sus4(9)-C:sus4(b7)-E:7-F:maj-F#:dim-G:maj-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:sus4(b7,-C:5/5-A:min7-F:sus4(b7,-C:5/5-A:min7/4-F:sus4(b7,-C:5/5-A:min7-F:sus4(b7,-C:maj-F:maj-G:sus4(9)-C:maj-A:min7-F:maj-G:sus4(9)-A:min7-F:maj-G:sus4(9)-C:maj-A:min7-F:maj-E:min7-C:maj-A:min7-F:maj-G:sus4(9)-C:maj-A:min7-F:maj-G:sus4(9)-A:min7-F:maj-G:sus4(9)-C:maj-A:min7-F:maj-G:sus4(9)-C:maj-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:min7-F:maj-G:maj-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:5-C:5-A:5-F:maj-G:maj-C:maj-N;6-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-10-7-9-8-7-9-8-7-9-8-7-9-8-7-9-8-7-9-8-7-9-8-7-5-7-5-2-5-9-8-2-2-8-2-5-9-8-2-5-4-1-1-1-10-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-7-9-8-7-9-8-7-9-8-7-5-2-5-9-8-2-2-8-2-5-9-8-11-8-9-8-2-5-9-8-2-2-8-2-5-9-8-2-5-5-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-10-2-5-9-8-2-5-9-8-2-5-9-8-2-5-11
852;Bad Moon Rising;Creedence Clearwater Revival;1969-05-03;2;D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-A:maj-G:maj-D:maj-N;3-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-5-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-5-7-7-10-7-7-10-7-7-10-7-5-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-5-7-7-10-7-5-7-7-10-7-9
245;It Amazes Me;John Denver;1978-03-18;59;D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-B:min/b3-A:7/4-E:min/b7-D:maj-G:maj/5-D:maj-G:maj/5-D:maj-A:maj/3-D:maj/6-A:maj-D:maj/4-A:maj/6-D:maj/2-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-E:min/b7-D:maj-G:maj/5-D:maj-G:maj/5-D:maj-A:7-D:maj-G:maj-D:maj-G:maj-A:7-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-B:min/b3-A:7/4-E:min/b7-D:maj-G:maj/5-D:maj-G:maj/5-D:maj-A:7-D:maj-G:maj-D:maj-G:maj-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:maj/4-D:maj-A:7-D:maj-N;3-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-2-10-7-10-5-7-5-7-7-5-7-5-7-5-7-5-7-5-7-5-7-7-10-5-7-5-7-7-5-5-7-5-2-5-7-5-7-5-7-2-10-7-10-5-7-5-7-7-5-5-7-5-7-7-5-7-5-7-5-7-5-7-5-7-5-9
824;50 Ways To Leave Your Lover;Paul Simon;1976-03-27;1;E:min/b3-B:min-C:maj7-B:7(b9)-E:min-B:7/3-E:min-B:min/b3-C:maj7-B:7(b9)-E:min-A:min7-E:min-B:min/b3-C:maj7-B:7(b9)-E:min-B:7/3-E:min-B:min/b3-C:maj7-B:7(b9)-E:min-A:min7-E:min-A:min7-E:min-G:maj-Bb:maj6-C:maj-G:maj-Bb:maj6-C:maj-G:maj-Bb:maj6-C:maj-G:maj-Bb:maj6-C:maj-G:maj-E:min/b3-B:min-C:maj7-B:7(b9)-E:min-B:7/3-E:min-B:min/b3-C:maj7-B:7(b9)-E:min-A:min7-E:min-B:min/b3-C:maj7-B:7(b9)-E:min-B:7/3-E:min-B:min/b3-C:maj7-B:7(b9)-E:min-A:min7-E:min-A:min7-E:min-G:maj-Bb:maj6-C:maj-G:maj-Bb:maj6-C:maj-G:maj-Bb:maj6-C:maj-G:maj-Bb:maj6-C:maj-N;5-7-1-11-5-7-5-7-1-11-5-5-7-7-1-11-5-7-5-7-1-11-5-5-7-5-7-3-3-2-7-3-2-7-3-2-7-3-2-7-9-7-1-11-5-7-5-7-1-11-5-5-7-7-1-11-5-7-5-7-1-11-5-5-7-5-7-3-3-2-7-3-2-7-3-2-7-3-2-11
1124;Carry Me;David Crosby,Graham Nash;1975-12-06;52;E:maj-B:min7/4-E:maj-B:min7/4-E:maj-B:maj-A:maj-C#:min7-E:maj-B:maj-A:maj-C#:min7-A:maj6-E:maj-B:maj-A:maj-C#:min7-A:maj6-E:maj-B:maj-A:maj-C#:min7-A:maj7-E:maj-B:min7/4-E:maj-B:min7/4-E:maj-B:maj-A:maj-C#:min7-E:maj-B:maj-A:maj-C#:min7-A:maj6-E:maj-B:maj-A:maj-C#:min7-B:7-E:maj-B:maj-A:maj-C#:min7-A:maj7-E:maj-B:min7/4-E:maj-B:min7/4-E:maj-B:maj-A:maj-C#:min7-E:maj-B:maj-A:maj-C#:min7-A:maj6(9)-E:maj-B:maj-A:maj-C#:min7-A:maj-E:maj-B:maj-A:maj-C#:min7-A:maj7-E:maj-B:min7/4-E:maj-B:min7/4-A:maj6(9)-B:min7/4-A:maj6(9)-B:min7/4-A:maj6(9)-E:maj-N;5-7-5-7-5-7-10-4-3-7-10-4-8-7-7-10-4-8-7-7-10-4-8-7-7-5-7-5-7-10-4-3-7-10-4-8-7-7-10-4-10-5-7-10-4-8-7-7-5-7-5-7-10-4-3-7-10-4-8-7-7-10-4-8-7-7-10-4-8-7-7-5-7-10-2-10-2-10-7-7
149;Just When I Needed You Most;Randy Vanwarmer;1979-07-21;4;A:maj-D:maj/5-A:maj-B:min-A:maj/5-E:maj-A:maj-D:maj/5-A:maj-E:maj-A:maj-E:maj/5-A:maj/3-D:maj-A:maj-E:7-A:maj-D:maj-A:maj-B:min-E:maj-A:maj-D:maj/5-A:maj-E:maj-A:maj-E:maj/5-A:maj/3-D:maj-A:maj-E:7-A:maj-D:maj/5-A:maj-B:min-E:maj-A:maj-D:maj/5-A:maj-E:7-A:maj-D:maj/5-A:maj-B:min-E:maj-A:maj-D:maj/5-A:maj-E:maj-A:maj-E:maj/5-A:maj/3-D:maj-A:maj-E:maj-A:maj-E:maj/5-A:maj/3-D:maj-A:maj-E:maj-A:maj-N;10-5-7-2-10-7-5-5-7-7-5-7-5-5-7-7-5-5-7-2-5-5-5-7-7-5-7-5-5-7-7-5-5-7-2-5-5-5-7-7-5-5-7-2-5-5-5-7-7-5-7-5-5-7-7-5-7-5-5-7-7-5-2
1162;Cruisin';Smokey Robinson;1979-12-01;4;E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-N;5-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-5-5-9-5-5-5-9-5-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-5-5-9-5-5-5-9-5-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-5-5-9-5-5-5-9-5-5-5-9-5-5-5-9-5-7
4;You've Got A Friend;Roberta Flack,Donny Hathaway;1971-08-07;29;Ab:maj-Db:maj/5-Ab:maj-G:hdim7-C:7-F:min-C:7/5-F:min-C:7/5-F:min/b3-C:7/5-F:min-Bb:min7-Eb:7-Ab:maj-G:hdim7-C:7-F:min-C:7/5-F:min/b3-C:7/5-F:min-Bb:min7-C:min7-Eb:11-Ab:maj-Db:maj-Ab:maj-Eb:7-Ab:maj-Db:maj-Gb:maj-Db:maj-C:min7-Bb:min7-Ab:maj-Gb:maj(9)-Db:maj-Ab:maj-Db:maj-Gb:7-F:min7-Bb:min7-Eb:11-Ab:maj-Db:maj-Ab:maj-Eb:7-Ab:maj-Db:maj-Gb:maj-Db:maj-C:min7-Bb:min7-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-N;9-5-7-11-5-5-7-5-7-5-7-5-5-5-5-11-5-5-7-5-7-5-5-2-3-5-5-7-7-5-5-5-7-11-10-10-10-7-7-5-5-11-5-5-5-5-7-7-5-5-5-7-11-10-10-5-7-5-7-5-7-5-7-5-7-5-10
214;(Night Time Is) The Right Time;Ray Charles;1959-02-09;95;Bb:7-Ab:7-Eb:7-Ab:7-A:dim7-Eb:7/5-Bb:7-Eb:7-Ab:7-Eb:7-Bb:7-Ab:7-Eb:7-Ab:7-Eb:7-Bb:7-Ab:7-Eb:7-Ab:7-Eb:7-Bb:7-Ab:7-Eb:7-Ab:7-Eb:7-Bb:7-Ab:7-Eb:7-Ab:7-Eb:7-Bb:7-Ab:7-Eb:7-N;11-10-7-5-1-6-7-5-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-8
158;Something About You;Level 42;1986-03-22;7;E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-N;5-2-10-8-2-2-2-10-8-2-2-9-1-9-5-9-1-9-5-9-1-9-5-9-1-9-5-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-9-1-9-5-9-1-9-5-9-1-9-5-9-1-9-5-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-11
1283;Standing In The Shadows Of Love;Four Tops;1967-02-11;6;Bb:min-Gb:maj7-F:sus4(b7)-Bb:min-Gb:maj7-F:sus4(b7)-Gb:maj-Ab:min7-Db:maj-Gb:maj-Ab:min7-Db:maj-Gb:maj-Ab:min7-Db:maj-Gb:maj-Ab:min7-Db:maj-Eb:sus4(b7-Bb:maj-B:dim-Bb:1/1-Gb:maj7-F:sus4(b7)-Bb:min-Gb:maj7-F:sus4(b7)-Gb:maj-Ab:min7-Db:maj-Gb:maj-Ab:min7-Db:maj-Gb:maj-Ab:min7-Db:maj-Gb:maj-Ab:min7-Db:maj-Eb:sus4(b7-Bb:maj-B:dim-Bb:1/1-Gb:maj-Ab:min7-Db:maj-Gb:maj-Ab:min7-Db:maj-Gb:maj-Ab:min7-Db:maj-Gb:maj-Ab:min7-Db:maj-Eb:sus4(b7-Bb:maj-B:dim-Bb:1/1-Gb:maj7-F:sus4(b7)-Bb:min-Gb:maj7-F:sus4(b7)-Bb:min-Gb:maj7-F:sus4(b7)-N;11-8-11-5-8-11-1-2-5-5-2-5-5-2-5-5-2-5-2-7-1-11-8-11-5-8-11-1-2-5-5-2-5-5-2-5-5-2-5-2-7-1-11-8-2-5-5-2-5-5-2-5-5-2-5-2-7-1-11-8-11-5-8-11-5-8-11-6
781;On Broadway;The Drifters;1963-04-06;9;F#:maj-B:maj-C#:maj-F#:maj-G:maj-C:maj-D:maj-G:maj-Ab:maj-Db:maj-Eb:maj-Ab:maj-Db:maj-Eb:maj-Ab:maj-N;7-5-2-5-1-5-2-5-1-5-2-5-5-2-5-3
734;I Will;Dean Martin;1965-11-13;10;D:maj-A:maj-D:maj-G:maj-D:maj-A:7-D:maj-A:maj-D:maj-G:maj-D:maj-A:7-D:maj-A:7-D:maj-A:maj-D:maj-G:maj-D:maj-A:7-D:maj-A:7-N-D:maj-N;3-7-5-5-7-7-5-7-5-5-7-7-5-7-5-7-5-5-7-7-5-7-2-3-9
362;Last Kiss;Wednesday;1974-02-09;34;E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-N-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-N-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-N-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-N-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj-E:maj-N-E:maj-C#:min-A:maj-B:maj-E:maj-C#:min-A:maj-B:maj;5-9-8-2-5-9-8-2-5-9-8-2-5-7-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-7-5-9-8-2-5-9-8-2-5-7-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-5-7-5-9-8-2-5-9-8-2-5-7-5-9-8-2-5-9-8-2
746;That Old Black Magic;Louis Prima & Keely Smith;1958-12-15;18;C:maj-D:min7-C:maj-F:maj-C:maj6/5-D:min7-G:7-C:maj-A:min-B:7-E:7-A:7-D:min7-F:min6-N-D:hdim7-N-C:maj-F:maj-D:min-F:min6/b3-E:min7/b3-F#:dim-D:min7-C:maj-D:min7-G:sus4(b7)-C:maj-D:min7-C:maj-A:min-B:7-E:7-A:7-D:min7-F:min6-N-D:hdim7-N-C:maj-F:maj-D:min-F:maj6/3-E:min7/b3-F#:dim-D:min7-G:7-C:maj-D:min7-C:maj-D:min7-C:maj-D:min7-C:maj-N;1-2-10-5-7-2-5-5-9-2-5-5-5-3-6-3-9-1-5-9-3-11-2-8-10-2-5-5-2-10-9-2-5-5-5-3-6-3-9-1-5-9-3-11-2-8-5-5-2-10-2-10-2-10-11
133;Detroit City;Bobby Bare;1963-07-20;16;E:1/1-F:1/1-F#:1/1-F:1/1-E:maj-A:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-A:maj-E:maj-F#:maj-B:maj-E:maj-A:maj-E:maj-B:maj-E:1/1-F:1/1-F#:1/1-F:1/1-B:maj-F#:maj-B:maj-F#:maj-B:maj-E:maj-B:maj-C#:maj-F#:maj-B:maj-F#:maj-B:maj-F#:maj-B:maj-E:maj-B:maj-C#:maj-F#:maj-B:maj-E:maj-B:maj-F#:maj-F:1/1-E:maj-N;5-1-1-11-11-5-7-7-5-7-5-7-5-5-7-2-5-5-5-7-7-5-1-1-11-6-7-5-7-5-5-7-2-5-5-7-5-7-5-5-7-2-5-5-5-7-7-11-11-7
497;City In The Sky;The Staple Singers;1974-08-31;79;D:7-C:sus4-D:7-C:sus4-D:7-C:sus4-D:7-C:sus4-D:7-C:sus4-G:7-D:7-C:sus4-G:7-D:7-C:sus4-A:7-G:7-D:7-C:sus4-D:7-C:sus4-D:7-C:sus4-G:7-D:7-C:sus4-G:7-D:7-C:sus4-A:7-G:7-D:7-C:sus4-D:7-C:sus4-D:7-C:sus4-G:7-D:7-C:sus4-G:7-D:7-C:sus4-A:7-G:7-D:7-N;3-10-2-10-2-10-2-10-2-10-7-7-10-7-7-10-9-10-7-10-2-10-2-10-7-7-10-7-7-10-9-10-7-10-2-10-2-10-7-7-10-7-7-10-9-10-7-9
